text,speaker,label
"In Flint, Mich., the pipes still havent been replaced. The water is still poisoned.",michael-moore,half-true
Donald Trumps decision to skip the Fox News/Google debate in Des Moines is near unprecedented.,fox-news-channel,half-true
"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.",kay-bailey-hutchison,false
The city of San Antonio reuses almost 40 percent of its water. You know how much the city of Austin reuses? About 5 percent. And thats not right. We can do better.,steve-adler,barely-true
"Since 1965, the United States has spent untold trillions yet the poverty rate hasnt budged.",bill-oreilly,false
It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.,bernie-s,half-true
Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan.,paul-ryan,mostly-true
Says he said last year theres absolutely no reason for Texas to secede.,rick-perry,mostly-true
"While Mandels been busy traveling the country raising campaign money, he hasnt shown up for work.",sherrod-brown,half-true
Says Bernie Sanders wants higher standards for toy guns than real guns.,hillary-clinton,half-true
The majority of people in polls do not support Obamacare.,bill-oreilly,half-true
"The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.",donald-trump,pants-fire
Said Planned Parenthoods early objective was to help kill black babies before they came into the world.,herman-cain,pants-fire
"Due to the war in Iraq, 4,400 Americans are dead, 30,000 severely wounded and more than 100,000 are suffering from serious health problems related to post traumatic stress syndrome.",ron-paul,half-true
"Says administrator salaries were increased, but other school employees were left behind.",portland-association-teachers,half-true
Ken Mercer wants Sean Hannity and James Dobson included in social studies texts.,rebecca-bell-metereau,barely-true
Says Charlie Crist could have expanded Medicaid after the health care law passed but didnt.,rick-scott,barely-true
"Says that when Congressman (Steve) Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent.",george-flinn,false
Hispanic students in Florida perform the best of any Hispanic population in the United States.,jeb-bush,half-true
"In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off.",hillary-clinton,mostly-true
Says that Sen. Sherrod Brown is out there egging on a lot of these protesters who are spitting on policemen and going to the bathroom on policemens cars at these protests on Wall Street and other places.,josh-mandel,pants-fire
Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.,ted-cruz,pants-fire
Says the Austin City Council may give $4 million a year to subsidize a race track.,kathie-tovo,mostly-true
Says A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.,caddy-mckeown,true
Says Sen. Kay Bailey Hutchison took 154 private flights all funded by taxpayers though commercial flights were readily available at a fraction of the cost.,rick-perry,half-true
On reconciliation,barack-obama,false
Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.,sean-hannity,mostly-true
Virginias current unemployment rate is the lowest in Virginia history.,richard-saslaw,false
Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.,mike-martinez,mostly-true
"In Providence, R.I., its illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.",buzzfeed,pants-fire
"A new Colorado law literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to collectors.",megyn-kelly,false
"Says state Rep. Patrick Rose votes 90 percent with liberals, backed the states largest tax increase, proposed nearly $15 billion in government spending and supported Obama-style government-run health care system for Texas.",jason-isaac,barely-true
"During the Eisenhower Administration, not a single soldier died in combat.",doris-kearns-goodwin,false
On the Keystone XL pipeline,hillary-clinton,true
80 percent of North Carolinians are for the living wage,william-barber,mostly-true
"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",ted-cruz,false
Says he has supported George Bush more than I have Barack Obama.,nick-rahall,false
"The average fast food worker is 29, and most fast food workers are on some form of public assistance.",bill-maher,mostly-true
"Says that in the last five years, Texas created more jobs than all other states combined.",texas-public-policy-foundation,half-true
"By 2015, we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army.",michele-bachmann,false
Not even Tim Kaine is willing to say he trusts Hillary Clinton.,marco-rubio,pants-fire
Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.,robert-menendez,false
Interior deportations under Obama were down 40 percent and at a nine-year low.,national-border-patrol-council,mostly-true
Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.,uber,mostly-true
The Islamic State just built a hotel in Syria.,donald-trump,false
"In reality, there have been no problems whatsoever with the Texas voter ID law.",greg-abbott,barely-true
The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.,marco-rubio,true
The federal government has 77 different means-tested social welfare programs.,jim-jordan,true
"Because George Holding doesnt live in the congressional district hes running for, he doesnt experience the same things that we are all experiencing.",renee-ellmers,barely-true
Weve cut the deficit by two-thirds.,barack-obama,mostly-true
Says President Obama has never made a statement ... that he wanted a residual force left (in Iraq).,john-mccain,mostly-true
"In the last 15 years, weve witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000.",aclu-georgia-foundation,true
Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.,ohio-republican-party,false
Republican leadership took the lead confirming Loretta Lynch as attorney general.,ted-cruz,barely-true
"Its bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isnt acting in films that degrade women, hes stalking them in his personal time.",lesley-cohen,barely-true
"Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",republican-party-florida,barely-true
Says Rick Santorum funded Planned Parenthood.,ron-paul,half-true
"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.",don-willett,true
Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them.,majority-pac,half-true
"In 2011, the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.",maciver-institute,true
Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,joe-biden,false
Says there are fewer jobs in America today than when Barack Obama became president.,chris-christie,barely-true
Says U.S. Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers.,service-employees-international-union-committee-po,barely-true
Says PolitiFact validated and independently documented its criminal history claims about Adan Ballesteros.,texans-accountable-government,barely-true
Women make 77 cents for every dollar a man earns.,barack-obama,mostly-true
About 800 people refused to get a drug screening because they are out there on drugs.,paige-kreegel,false
Sen. Jack Reed cast the deciding vote in the Senate for the Affordable Care Act.,mark-zaccaria,barely-true
Says the Clintons burst through their own self-pronounced guidelines by acceptingforeign donations.There is a clip of Bill Clinton saying were not going to take foreign donations.,joe-scarborough,barely-true
Says the states Medicaid waiver proposal has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.,rick-perry,pants-fire
Not one illness has been reported from raw milk in Texas in more than four years. A total of six illnesses have occurred in the last 20 years.,dan-flynn,barely-true
The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,bob-mcdonnell,true
Says Supreme Court Justice Sonia Sotomayor has animmigrant family background.,laura-ingraham,barely-true
Mitt Romney supervised a company guilty of massive Medicare fraud.,winning-our-future,half-true
Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.,frank-lautenberg,half-true
"Every time we raise the minimum wage, the number of jobless people increases.",ben-carson,false
Trump Management was charged with discriminating against African-Americans and breaking federal law.,hillary-clinton,true
China is or soon will be the largest English-speaking nation in the world.,jon-huntsman,half-true
The National Park Service has an annual budget that is less than the city of Austin.,jonathan-jarvis,true
"Congressman Jeff Denhamhas agreed all illegal immigrants should be detained, arrested and deported.",democratic-congressional-campaign-committee,barely-true
"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",facebook-posts,true
"As governor, Tim Kaine oversaw a huge increase in illegal immigration, a tremendous increase.",donald-trump,false
Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.,us-uncut,mostly-true
Virginias banning of felons from voting is a Jim Crow-era law.,levar-stoney,false
Weve broken by millions the all-time record for votes in a GOP presidential primary election.,donald-trump,false
"Says Hillary Clintoninsists that when the progressive agenda encounters religious beliefs to the contrary, those beliefs have to be changed.",jeb-bush,half-true
SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers.,hillary-clinton,true
Says we are going to sell this house and use the proceeds to stabilize rates.,nick-fish,false
"Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications.",jeff-fitzgerald,barely-true
"As a senator, Hillary Clinton actually paid female staffers a lot less than men.",sean-hannity,barely-true
"Weve just now given over $100 billion to Iran, the equivalent in U.S. terms is $5 trillion.",mike-huckabee,half-true
"My campaign finished the last quarter reporting the most cash on hand of any Republican in the field $13.8 million in the bank, $3.5 million more than the Jeb Bush campaign.",ted-cruz,mostly-true
I have a D-minus voting record from the NRA.,bernie-s,mostly-true
Says Chris Christie inherited the highest taxes in America and the worst unemployment in the region.,committee-our-childrens-future,mostly-true
Figures for September 2014s job growth in Wisconsin mark the largest private-sector job creation weve had in the month of September in more than a decade,scott-walker,mostly-true
"According to the CDC, 110 million Americans now have a sexually transmitted illness.",phil-robertson,barely-true
Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama.,chain-email,pants-fire
We were able to provide $428 million worth of property tax relief.,don-gaetz,mostly-true
Says President Obama is reducing our naval fleet to 1917 levels...,ew-jackson,barely-true
Its possible that non-citizen voters were responsible for Obamas 2008 victory in North Carolina.,donald-trump,pants-fire
The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case.,geraldine-thompson,true
"If you give guns to gangs, you can get out of jail free, if (Californias Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.",loretta-sanchez,false
Amanda Murphy has two vacation homes around the world.,citizens-fairness,barely-true
"I joined the Gang of 14, seven Republicans, seven Democrats, so that we wouldn't blow up the United States Senate. Sen. Obama had the opportunity to join that group. He chose not to.",john-mccain,true
"Gov. Nathan Deal has taken at least $15,600 from the (Koch brothers), their businesses, and their employees.",patriot-majority-usa,false
Rick Perry advocated to liquidate the states rainy day fund in 2007.,steve-ogden,half-true
Says Scott Walker says he would ban stem cell research,tom-barrett,false
A bill from U.S. Rep. Ted Yohoattempts to restrict the administrations ability to conduct national security and criminal background checks on undocumented immigrants.,barack-obama,half-true
Air travelers cant get on a plane in the United States without someone doing a background check on them.,dannel-malloy,half-true
"The federal government may put 16,500 IRS agents in charge of policing President Obamas health care bill.",michele-bachmann,half-true
Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,don-young,false
"According to 2009 estimates, an agreement with Panama could result in almost 1,900 Florida jobs in thefirst year and about 15,000 jobs afterfive years.",rick-scott,mostly-true
University of Texas students signed a petition seeking the legal right to abort newborn babies up to five-years-old.,texas-right-life,half-true
"Weve added, in the last eight years, $4 trillion of debt to the nations obligations.",rahm-emanuel,mostly-true
The U.N. Arms Treatyinfringes upon our right to keep and bear arms.,monica-wehby,false
"Under Scott Walker, Wisconsin unemployments up from 4.8% to 6.2%",mary-burke,pants-fire
"If you have a job in this country, (theres a) 97 percent chance that youre not going to be in poverty.",steve-southerland,mostly-true
Says Target installed urinals in a womens bathroom to accommodate the ones who have giblets.,facebook-posts,pants-fire
"Says CNNs Wolf Blitzer was wrong to say that the wealthiest Americans, they pay the most in taxes already -- 50 percent of Americans dont even pay any federal income tax.",debbie-wasserman-schultz,false
"The people who want President Barack Obama impeached are all white, theyre all older, and guess what, theyre in the far right wing of the Republican Party.",juan-williams,mostly-true
"When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. Theres only one other four-year period where thats true. Thats true from 2008 to 2012.",ted-cruz,barely-true
American colleges amount to a cartel.,paul-ryan,barely-true
"Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses.""",bobby-jindal,mostly-true
"Over the last 40 years, this countrys prison population has grown by 500 percent.",kamala-harris,mostly-true
Bernie Sanderss plan is to raise your taxes to 90 percent.,chris-christie,pants-fire
Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.,ron-johnson,true
"Even our attorney general who is a strong Democrat, she has said that we need causation in our workers comp system. Thats the No. 1 thing pushing our manufacturing jobs out of Illinois.",bruce-rauner,true
We dont have bridges being built in the United States.,donald-trump,half-true
More money is dedicated within the Department of Homeland Security to climate change than whats spent combating Islamist terrorists radicalizing over the Internet in the United States of America.,michael-mccaul,mostly-true
Says President Franklin Delano Roosevelt felt there wasnt a need in the public sector to have collective bargaining because the government is the people.,scott-walker,true
"Says Robert Menendez is the king of raising money from Wall Street, over a million dollars, one of the leaders in the United States Senate. I havent raised any Wall Street money at all.",joseph-kyrillos,barely-true
"In the first 24 to 36 hours of the operation in Libya, you saw $115 million go downrange because a Tomahawk cruise missile is a little over $1 million each.",allen-west,mostly-true
"In the past year, DeKalb has attracted and retained more than 2,300 jobs.",lee-may,mostly-true
Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent,my-city-bikes,pants-fire
A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay.,clay-aiken,mostly-true
Says U.S. Rep. Connie Mack took seven and a half years to finish college.,george-lemieux,barely-true
Portland Schools spend $500K to deem PBJ sandwiches racist.,education-action-group,pants-fire
"Says these Jersey Shore folks, theyre from New York.",chris-christie,half-true
"Says he cured Charlie Sheen and the island of Comoros of HIV with milk from goats, which had arthritis.",samir-chachoua,pants-fire
Says Kelly Ayotte voted again yesterday against a proposal to expand background checks -- (buyers) can continue to simply go online or to gun shows to purchase guns without background checks.,maggie-hassan,true
"Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because theres been such a growth of income among the highest earners.",david-cicilline,barely-true
Phoenix is the kidnapping capital of the Western Hemisphere.,helen-glover,false
Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.,ellen-troxclair,pants-fire
Gov. Terry McAuliffe has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.,bryce-reeves,false
Very little of (the defense) budget less than 10 percent actually goes into fighting ISIS and international terrorism.,bernie-s,barely-true
"Says cuts by Gov. Rick Perrys administration left 12,000 teachers without a job.",julian-castro,half-true
Says Gary Farmers claim that he received an A from the NRA is an absolute lie.,jim-waldman,true
"For people with insurance, the only impact of the health care law is that their insurance is stronger, better and more secure than it was before. Full stop. Thats it. They dont have to worry about anything else.",barack-obama,half-true
Independent groups behind ads attacking Democratic candidates are front groups for foreign-controlled companies.,david-axelrod,barely-true
Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.,hillary-clinton,barely-true
"Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.",florida-democratic-party,true
There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.,donald-trump,false
"Says Texas state funds were spent on a TV series on spouses cheating on their wives, kind of glorifying the act of cheating.",jodie-laubenberg,mostly-true
Bush's tax cuts for high earners have been the biggest contributor to the budget deficit.,nancy-pelosi,false
Says the mandate is 71 times that a childs body will be injected with a disease for immunizations.,jason-conger,false
Says four Democratic state senators voted to raise taxes on Wisconsin workers by another $510 a month so freeloaders can get free state-run health care.,wisconsin-manufacturers-and-commerce,half-true
"Under Gov. Scott Walker, Wisconsin projected a $1 billion (budget) surplus and it turns out to be a deficit of $2.2 billion.",donald-trump,barely-true
On fundraising for super PACs,barack-obama,false
I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.,hillary-clinton,pants-fire
The Nordic countries are some of the few countries that meet development aid goals.,barack-obama,mostly-true
"Tells David Cicilline, 94 percent of the carbon emissions which you so want to get rid of are caused by nature.",john-loughlin,false
Sen. Barbara Boxer voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.,susan-b-anthony-list,false
Says Mary Burkes Madison school district will be the only school district left in the state to ignore the (Act 10) law in the 2015-16 school year.,scott-walker,mostly-true
Who will raising the minimum wage actually help? More than half work full-time. The average worker is 35 years old.,jay-carney,half-true
Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Barack Obama and Hillary Clinton.,donald-trump,mostly-true
"On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.",rob-wittman,false
"After the shootings of Dallas policemen, nearly 500 people applied in just 12 days.",hillary-clinton,true
"Ive gotten to see the commercials that they did on you. And Ive gotten to see some of the most vicious commercials Ive ever seen of Michelle Obama talking about you, Hillary.",donald-trump,false
More 25- to 34-year-olds are moving to Austin than any other city in America.,will-wynn,barely-true
"For anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that I passed.",rick-kriseman,mostly-true
Polls show that 96 percent of New Jerseyans and 95 percent of gun households in the state support expanding background checks to keep guns away from those who shouldnt have them.,mark-kelly,true
We have not taken away any rights that have currently existed in any city in North Carolina with the passage of HB2.,pat-mccrory,false
Says Ron Wyden spent $2 million to study exotic ants.,jim-huffman,false
"Its just been announced that the residents of Florida are going to experience a massive, double-digit premium hike.",donald-trump,half-true
Van Jones signed a petition indicating he thinks the Bush administration blew up the World Trade Center and covered it up.,glenn-beck,half-true
Says Bernie Sanders was against the auto bailout and voted against the money that ended up saving the auto industry.,hillary-clinton,half-true
"Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!",chain-email,pants-fire
"Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.",rob-teilhet,false
"Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.",ted-cruz,false
The minimum wage is lower right now than it was when Ronald Reagan took office.,barack-obama,mostly-true
The Atlanta Braves are the oldest continuously operating professional sports franchise in America.,atlanta-braves,true
"After they bought GST Steel, Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy.",barack-obama,mostly-true
The New York Times writes this long story about Donald Trumps tax returns but didnt point out there was no wrongdoing until paragraph 18.,rudy-giuliani,false
SaysJeb Bush significantly cut early voting prior to the 2008 presidential election.,arthenia-joyner,mostly-true
"Right now, we only keep 50 percent of Georgia Techs graduates.",kasim-reed,mostly-true
Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.,marcus-low,mostly-true
"Says Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.",donald-trump,false
After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.,dave-marsden,mostly-true
"The Orange County, Florida, school board voted to make it impossible for a student to receive a grade below 50.",jeb-bush,mostly-true
Richmond is the most vegan-friendly city.,dwight-jones,false
"In 2012, Connie Mack missed 178 votes, one of the worst voting records in Congress.",bill-nelson,mostly-true
"Thats legal: If you find out about somebody elses salary even if youre doing exactly the same job, you can be retaliated against, including being fired, in most places.",hillary-clinton,barely-true
The United States has experienced 40 straight months of unemployment at 8 percent or higher.,diane-black,true
91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.,patrick-murphy,mostly-true
"If President Obama signs the Copenhagen climate change treaty, he ""will sign your freedom, your democracy, and your prosperity away forever and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again.""",christopher-monckton,pants-fire
"If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.",ted-cruz,false
Labor union president Andy Stern is the most frequent visitor at the White House.,glenn-beck,false
The U.S. has over $62 trillion in unfunded liabilities.,frank-wolf,barely-true
We now do have evidence that Donald Trump is being used as a recruiting tool for terrorists.,hillary-clinton,true
"During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.",barack-obama,true
"Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.",louis-marinelli,pants-fire
"By voting for Obamacare, Sen. Kay Hagan voted to kill the equivalent of 2.5 million jobs.",thom-tillis,barely-true
"The Keystone oil pipeline would employ 20,000 people in the United States.",johnny-isakson,false
How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?,reader-email,pants-fire
"Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.",ted-cruz,barely-true
"Says the Club for Growth tries to defeat Republicans, and that its president called Nancy Pelosi the person I respect the most in Washington.",defending-main-street,barely-true
"The firefighters, the policemen and others who supported (Wisconsin Gov. Scott Walker) in his election bid ... dont have to worry about their collective bargaining rights.",donna-brazile,half-true
Says Donald Trump says organized crime runs wild on reservations.,hillary-clinton,half-true
"I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.",donald-trump,pants-fire
"On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless.",us-department-housing-and-urban-development,half-true
"The Virginia population increased by just 8 percent from 2005 to 2015, but the per capita spending in the budget increased by a whopping 38 percent.",virginia-first-foundation,half-true
"Elena Kagan is a New York City radical, Marxist lawyer through and through.",michael-savage,pants-fire
Says Rick Perry provided in-state tuition... for illegal immigrants.,rick-santorum,true
Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,committee-restore-americas-greatness,pants-fire
A proposed immigration bill will bankrupt Georgia if passed.,libertarian-party-georgia,false
Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.,gilberto-hinojosa,false
The Washington D.C.-area never has a recession.,mike-huckabee,false
"Says that when Michelle Fields found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.",donald-trump,pants-fire
"No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.",chain-email,pants-fire
"When Trump wanted to turn a taxpayer-owned building into an $800 anight hotel, (Congressman Jeff Denham, R-CA) helped broker the deal and bragged about it.",dccc-lgo,false
Says Chris Abele has had five years and hes done nothing about the Estabrook Dam.,chris-larson,false
Community banks are being destroyed by Dodd-Frank.,newt-gingrich,false
"In New York City, an entry level janitor gets paid twice as much as an entry level teacher.",newt-gingrich,false
Says black women are fastest-growing demographic group in ... Texas seeking concealed handgun licenses.,stefani-carter,half-true
"Says we will pay the new chancellor a basic salary of nearly $300,000 a year ... an amount that does not include the costs of this public employees benefits, perks and living expenses for a lavish house, an upscale car, a spending allowance, and fine dining almost every day on the taxpayer dollar.",gene-mcintyre,half-true
Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare.,mike-huckabee,half-true
Theres no correlation between primary turnout and wins in the fall in the last 11 elections.,david-brooks,true
Africa is spending the highest percentage of their GDP on education of any part of the world.,michael-bloomberg,false
"Says that like Todd Akin, all Texas Republicans in U.S. House cosponsored a bill that attempts to distinguish between forcible rape and other sexual assaults.",lone-star-project,half-true
"If you look at the states where soccer is most popular, theyre overwhelmingly blue states, and the states where soccer is least popular are red states.",peter-beinart,mostly-true
"Says at the state level were spending more on tax expenditures than we are on public safety, health care and education combined.",jefferson-smith,mostly-true
We have more hospitals that are childrens hospitals than any other state in the union. ,bill-batchelder,false
"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.",john-kasich,mostly-true
In Malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.,bernie-s,true
On calling Supreme Court nominee Sonia Sotomayor a racist.,newt-gingrich,false
On the use of presidentially appointed commissions.,barack-obama,false
Mitchell International Airport is the the third busiest airport in the world and the number one busiest in the country.,lee-holloway,false
Says Wisconsin Democrats during the previous administration adopted double-digit tax increases.,scott-walker,mostly-true
Mitt Romney says the Arizona immigration law should be a model for the nation.,barack-obama,false
Floridas economy became a bad economy ... because of a huge spike in oil prices in the summer of 2008.,rick-santorum,barely-true
"Stabilizing the recent financial crisis will cost less than 1 percent of GDP, which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s.",barack-obama,half-true
Recommendations for a major tax overhaul for Georgia are an overall tax hike.,americans-tax-reform,barely-true
Employees in workplace freedom states make more money,ron-maag,barely-true
Do this research watch how much crime picks up if you take away [football].,ray-lewis,false
The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield.,donald-trump,false
Rhode Island charter schools are nationally recognized as outperforming their counterparts across the country.,rose-mary-grant,mostly-true
"Every single day in this country, 1,000 people are deported and the vast majority of those people that are deported arent criminals.",jose-diaz-balart,half-true
Alaskas Prince William Sound is pristine now.,rush-limbaugh,false
"While Americans pray for Paris, the government has acted on mandatory national vaccinations.",viral-image,pants-fire
Says Scott Brown voted to give oil companies big tax breaks.,senate-majority-pac,mostly-true
"Says that in some Texas communities, our unemployment rate is still at 10 and 20 percent.",garnet-coleman,half-true
"Thousands of politicians from across Ohio along with their relatives, employees and friends are still eligible to serve on the proposed redistricting commission.",protect-your-vote-ohio-protect-your-vote-ohio,mostly-true
"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.",debbie-wasserman-schultz,mostly-true
"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.",jerry-patterson,half-true
"If the state turns down money for high-speed rail, it will kill nearly 10,000 permanent Wisconsin jobs.",sierra-club,barely-true
Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill.,joe-sestak,barely-true
Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.,kay-hagan,barely-true
"Under Gov. Mitt Romney, Massachusetts ranked 47th in job creation.",david-axelrod,half-true
The six largest cities in Ohio all have higher rates of violence and crime than every major city along the U.S.-Mexico border.,silvestre-reyes,mostly-true
The Arab Spring drove up gas prices.,barack-obama,half-true
"The Republican budget plan says that 10 years from now, if youre a 65-year-old whos eligible for Medicare, you should have to pay nearly $6,400 more than you would today.",barack-obama,mostly-true
The wealth gap between blacks and whites in the United States is greater than the black-white wealth gap was in apartheid South Africa.,nicholas-kristof,false
"Chris Christie cut equal pay for women, calling it senseless bureaucracy.",debbie-wasserman-schultz,barely-true
We in Indiana have . . . the highest credit rating in the nation.,mike-pence,mostly-true
Tim Kaine proposed over $6 billion in tax increases from the time he entered the governors mansion until the time he left.,george-allen,half-true
"Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.",joe-biden,mostly-true
A member of the redistricting commission proposed in Issue 2 could accept a bribe from somebody and couldnt be removed from this commission.,jon-husted,false
"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.",bernie-s,mostly-true
A wide majority of NRA households ... supported this legislation on gun background checks.,barack-obama,mostly-true
"The Democrats have over 20 field agents to our zero.""",tom-mechler,half-true
Says Nick Rahall voted with Obama 94 percent of the time.,national-republican-congressional-committee,half-true
"The vast majority of (Syrian) refugees are young, able-bodied men looking for work.",carly-fiorina,false
Rick Scott increased tuition at our state colleges and universities by double digits.,florida-democratic-party,barely-true
Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times.,tammy-baldwin,true
The non-profit groupFeeding America is lying when it claimsthat one in five kids is fighting starvation daily in the United States.,william-benson-huber,pants-fire
"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.",facebook-posts,barely-true
"The Medicare proposal by Rep. Paul Ryan, R-Wis., would allow insurance companies to deny you coverage and drop you for pre-existing conditions.",debbie-wasserman-schultz,false
Says Newt Gingrich said Spanish is the language of the ghetto.,mitt-romney,mostly-true
Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions.,wayne-christian,true
Businesses will be required to certify to the IRS under penalty of perjury that Obamacare was not a motivating factor for cutting staff.,chris-stirewalt,half-true
On restoring voting rights to non-violent felons.,ken-cuccinelli,false
"Says Barack Obamas regulatory adviser Cass Sunstein, wants to ban hunting and says animals should be represented in court.",national-rifle-association,half-true
The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.,sherrod-brown,true
"In Russia all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation, while 70 countries of the world have criminal liability for homosexuality.",vladimir-putin,half-true
